,Importance
TMTC1,0.023146547
AGAP1,0.023143511
UQCRQ,0.023143435
TMEM68,0.023143206
COPS8,0.02313772
STX1A,0.023136435
GNPDA2,0.023135738
DOCK7,0.023133917
TPI1,0.023127275
THRB,0.02312691
ACVR2A,0.02312583
SPI1,0.023117743
RAB11A,0.023115598
ARHGEF1,0.023113634
UBE2K,0.023109037
SRPK1,0.023107918
CDH5,0.023104867
NCOA6,0.023100078
KIF13B,0.023096737
MPV17,0.023096189
SP2,0.023095997
PHKB,0.023095913
GATC,0.023095518
ARSG,0.02309359
NDUFB9,0.023088075
AK4,0.023085685
SOCS4,0.023085603
MRPL20,0.023084026
VEGFA,0.023081535
TIMM8B,0.023077728
GRK6,0.023077164
INHBA,0.02307599
CBX6,0.023073794
HNRNPA2B1,0.023073578
PPIEL,0.023070682
CDC7,0.023068327
UBR4,0.023067318
PMM1,0.023065813
SEC23A,0.023064613
CD63,0.023062095
SMAD4,0.02305636
KCNMB3,0.023055276
ACVR2B,0.0230503
ALG11,0.023047647
MUT,0.023039877
PLCB3,0.023039754
DAP3,0.023039209
SLC22A17,0.023039185
ITGA1,0.02303385
RABEP1,0.023028765
MECR,0.023026936
MAP4K4,0.023024393
ACTR1A,0.023022778
CLDN7,0.023006734
RPIA,0.02300124
ZNF563,0.023000538
IL2RG,0.022998717
PUM1,0.022986105
DPYD,0.022985673
ALG3,0.022982381
MAD1L1,0.022980154
MAPK8IP1,0.022979915
ADI1,0.022979606
LIN54,0.022976607
ALOX5,0.02297616
ZNF544,0.02297066
ZNF658,0.02296251
CDS1,0.022961281
ATP6V0E1,0.022959445
RPL18,0.022959085
ALG8,0.022958657
ZNF709,0.022958433
MRC2,0.022955818
TAF12,0.022954682
NUP93,0.022944652
PCK2,0.022937475
GK,0.022936732
GTF2H5,0.022934422
MRPS36,0.022933457
FERMT3,0.022933077
ITK,0.022930805
ITGAX,0.022929315
MKNK1,0.022926172
THOC1,0.022921026
CD200,0.022919884
PEX2,0.02291902
CBS,0.022918994
TAF1C,0.02291851
LPAR1,0.022916257
HLA-C,0.022913707
CEP97,0.022902664
PML,0.02290204
MAP3K7,0.02289859
CCR2,0.022898484
CEP164,0.022893982
APIP,0.022893704
GPR75,0.022891287
H6PD,0.022887535
TPP1,0.022885382
ZNF490,0.022884987
NUMB,0.02288459
CYBB,0.022880888
MRPS10,0.022879926
TRAF5,0.022877228
OAS2,0.022875527
PREB,0.022874026
NOTCH1,0.022867152
TIMM22,0.022866806
ST8SIA4,0.022862202
GANC,0.022858424
MTHFD2L,0.02285552
PLAU,0.022853684
SPC25,0.022853479
PIAS3,0.022852894
CXCR4,0.022851288
GLUD1,0.022850672
DCP1B,0.022844007
CLCN5,0.0228423
FTH1,0.022840086
RAPGEF1,0.022839015
KIF27,0.022838224
SRPRB,0.022836331
SARM1,0.022836227
ATP5E,0.022835692
ITGA3,0.02283564
PSMD2,0.0228351
RNF207,0.02283314
AAAS,0.022832982
ANAPC11,0.022827206
BST2,0.022825163
PPP3CC,0.022822363
HHEX,0.022819038
CENPP,0.022804251
SIRT3,0.022794735
ARHGEF19,0.022774154
CKB,0.02276732
ZNF577,0.022754885
RBM17,0.02274428
IDO1,0.022739418
AMPD3,0.022735922
SDHA,0.022731315
CES1,0.022730883
SNRNP40,0.02272986
SYMPK,0.022719696
PDS5A,0.022715507
MRPL54,0.022707429
PGAM1,0.022706125
MTMR4,0.022706065
ARF6,0.022705013
JUP,0.022700718
ACO1,0.022698872
RPL7,0.022694565
CYP51A1,0.022692906
MRPL47,0.02268533
MED18,0.022673635
MRPS25,0.022672389
BCL2L13,0.022642057
DGKD,0.022639453
FGD4,0.022636829
DIAPH3,0.022630185
TAF13,0.022629052
SEC61A2,0.02262424
MAP3K8,0.022614773
EEF1A1,0.022613218
GART,0.022610396
RANGAP1,0.022607613
FAHD1,0.022605812
TCF7L1,0.022599334
NR3C2,0.022596981
PPP1CC,0.022591813
ASAP3,0.022586338
TUBA4A,0.0225854
IMPA2,0.022578696
F11R,0.022576485
ADA,0.022572856
SRSF1,0.022571208
STRADA,0.022569142
ZFYVE27,0.022568353
CMPK1,0.022559905
ESYT1,0.0225597
PTCH1,0.022559464
TALDO1,0.022558803
COL4A1,0.022558264
CHD4,0.02255666
SETD2,0.022550711
CEBPA,0.02254152
BCAT2,0.022539455
POLR1E,0.022538697
SUMO1,0.022536913
ZNF334,0.022532614
DCAF8,0.022528928
PPP1R12C,0.02252801
RBMX,0.02252141
ATG4B,0.022518957
HSPA8,0.022518158
RPE,0.022509342
MYO1C,0.022505512
CFTR,0.022504348
ZNF747,0.022502912
SHC3,0.022493541
KIF16B,0.022492394
GPAM,0.022491066
ZNF714,0.02249056
DOT1L,0.022475032
ZNF717,0.022464205
MRPS9,0.022457495
SP100,0.022455523
CERK,0.022453975
SEC61G,0.022450158
COQ6,0.022446617
MAFB,0.022443017
NTN1,0.02243985
ACSS3,0.022429794
ATP5J2,0.022427948
CD4,0.02242485
SPRY2,0.02242347
MCAT,0.022418208
PRF1,0.022416413
USP8,0.022414539
MAP2K6,0.02241307
DSG2,0.022412252
SYF2,0.022411186
APRT,0.022409663
C7,0.0224045
MAN2C1,0.02238822
BLM,0.022385139
BNIP3,0.022378495
HSD17B10,0.022378236
RAB10,0.022376463
ZKSCAN4,0.022371817
BBC3,0.022370702
XPO5,0.02237028
WDFY3,0.02235352
CEBPG,0.02235249
NSL1,0.022350559
MRPL2,0.022349333
ZNF394,0.02234756
DSE,0.02234751
DARS,0.022343978
ECT2,0.022335112
SUMO3,0.02233367
C1D,0.022330128
DDX6,0.022316357
TGFBR2,0.02231593
SIPA1,0.02230747
ALDH3B1,0.022305207
SUGT1,0.022301858
CDK7,0.022300748
CHST3,0.022300577
POLDIP3,0.022297852
SLIT3,0.022296939
PIGS,0.022292873
REL,0.022288946
NUP54,0.02228614
UBE2R2,0.022283508
IFI35,0.022282004
ITGA2,0.02228102
GNB2,0.022269798
TNFRSF10C,0.02226884
BRCA2,0.022268727
ULK2,0.022267148
LCP2,0.022264458
ATP6V1E1,0.022262543
YIPF6,0.02225633
DCXR,0.022255074
ESYT3,0.022251444
RAB31,0.022249876
POFUT1,0.022244187
EXOSC3,0.022243515
PDHA1,0.022242846
IGF2R,0.022240248
GGT7,0.02223605
RPL21,0.022224953
TNRC6A,0.02221996
GPI,0.02220759
RPS6KA2,0.022204675
SPP1,0.022202656
B4GALT1,0.022198817
RPA3,0.02219348
MTAP,0.022187745
SENP2,0.02218183
FNTA,0.022178622
CKMT2,0.022177292
F2R,0.022173833
GRB2,0.0221571
TBPL1,0.022143304
KPNB1,0.022139173
TRAF6,0.022138782
RNGTT,0.022125397
STX4,0.022121847
RPS15,0.022115806
MTMR2,0.022112306
RICTOR,0.022111317
MAT2B,0.022095436
IFITM3,0.022090234
CCND3,0.022070976
VPS37A,0.022046864
CLDN1,0.02204067
PHKA1,0.02203472
AGFG1,0.022033738
MRPL32,0.022033706
CD3E,0.02203159
WFS1,0.022030924
COMT,0.022030333
PTEN,0.022020867
SLC43A1,0.02201557
RNASEL,0.022015315
GNG2,0.022004275
IARS,0.021995056
DNM1L,0.021991747
ACAP3,0.02198394
FMOD,0.02198217
MPI,0.021979023
TMED7-TICAM2,0.021976374
POLR2C,0.021974852
INPP4B,0.021972494
PECAM1,0.02196932
KYNU,0.021964917
NME7,0.021948809
TAF4B,0.02194687
FAM21C,0.021944461
EPAS1,0.021928346
MRPS33,0.021925155
ABO,0.021923658
B4GALT7,0.021921925
COX15,0.021915223
HIST1H2AL,0.021900076
TPR,0.021894248
RAB35,0.021886956
PARVA,0.02188583
BCL9L,0.02187768
GMPPA,0.021876466
CYTH1,0.021870421
SFTPA1,0.021860257
RNF31,0.021856533
NDUFB2,0.021845764
PER2,0.021845084
GLS2,0.021843782
PPP1R3D,0.021840805
GNB4,0.021834701
PRKAA2,0.021830492
KIF21B,0.02182563
ASH2L,0.021820623
DTYMK,0.021816896
TSC2,0.021814639
POLR3A,0.02180986
ATR,0.021800578
PKN1,0.021784114
TAB1,0.021782326
FUK,0.021764543
SYK,0.02175634
JARID2,0.021743966
RPL37,0.021742642
PDE3B,0.021716792
MAP1LC3A,0.021716515
BCAT1,0.021711225
MKNK2,0.02171067
HPRT1,0.021698892
TLN2,0.02169821
POLR3B,0.021696653
LIFR,0.021694263
GGPS1,0.021689454
LRP5,0.021688497
TAOK1,0.021683441
CDS2,0.021683194
RASSF6,0.021680944
MYL6B,0.021656996
SCRIB,0.02164814
RHOH,0.021642953
AHCYL1,0.021616569
GNA13,0.021584056
ATG3,0.021575356
CCR7,0.021573802
IMPDH1,0.021560222
ERCC6,0.021558173
RPL39L,0.021551091
GPX8,0.021551011
PYGO2,0.021541256
OTUD7B,0.021535773
ALDH4A1,0.0215262
B3GAT3,0.021511238
MRPL45,0.021491917
CLTA,0.021487556
CYFIP1,0.021469265
MARK4,0.021462811
ARHGAP5,0.02145115
NTN4,0.02144108
MRPL35,0.021440879
MYLK,0.021434907
NEIL1,0.02143185
NUP214,0.021427784
MTMR6,0.021421421
RPL37A,0.021418894
HMGCL,0.021417446
AGAP3,0.021415714
ALDOC,0.021412954
SNRPA1,0.021404102
MRPL52,0.021400563
HEXDC,0.02140005
LIN37,0.021379424
ITGAE,0.021370828
CSNK1D,0.02137064
ROBO1,0.021362785
HSP90AB1,0.02136176
CAMK2G,0.021341722
PDGFRA,0.021322409
SDC1,0.02131031
MRPS12,0.021298876
STK3,0.02125925
PLCD1,0.021256534
ZNF680,0.02123809
GSTT1,0.021225268
FUT8,0.02122497
THRA,0.021207986
TEK,0.02120252
BCL2L11,0.02120003
AADAT,0.02117823
ITPKB,0.02117581
FLNB,0.021173459
TOMM20,0.021167548
CACNB1,0.021162568
ANGPT1,0.021159453
MRPS2,0.021152375
RPA1,0.021144982
HSD17B1,0.021128213
GNG11,0.02111719
PPP3R1,0.021113599
ZWINT,0.021113552
GAB2,0.021098506
GPX4,0.02109452
BAX,0.02109332
PSMC2,0.021090074
CLASP1,0.021088393
FGF13,0.021071022
PDGFRB,0.021066183
GPS1,0.021063114
ACOX3,0.021030197
SEC24B,0.021022197
UQCR10,0.021001598
CXCL9,0.020986773
VAMP8,0.020982198
WNT3,0.020968713
FAM175A,0.020961106
EML4,0.020957815
FZD4,0.02094978
FBN1,0.020930242
MRPL9,0.020925373
CDK4,0.020915722
AGAP2,0.02091151
SNRNP200,0.020880755
CNOT2,0.02085109
DGUOK,0.020847203
MRPL40,0.02084635
ITCH,0.02083508
IDS,0.02082874
SCO1,0.020823436
HDAC4,0.020819554
LPCAT4,0.020818986
ZNF570,0.020811597
RAB5C,0.020799171
CEBPD,0.020773523
ATP5B,0.02073641
TNFAIP3,0.020735435
SAR1B,0.020722384
GSTM4,0.020712066
FLT4,0.020704824
CRK,0.020642823
RPL8,0.020608235
MED9,0.02060638
RPS6KA3,0.020598449
KLC2,0.020578323
ARHGEF17,0.020575652
FOSB,0.020570211
LAMTOR2,0.020553684
GPT2,0.02050696
YWHAZ,0.02050359
FOXO3,0.020489492
ROCK2,0.020482903
MAP3K2,0.020452755
GPS2,0.02043511
MGAT1,0.020419195
MRPS27,0.020413416
BMP2K,0.020391533
TIMM13,0.020390792
MRPL36,0.020390455
ZFYVE9,0.02038747
NCF4,0.020378536
BDH2,0.020377448
TBXAS1,0.02037119
MGAT5,0.020369269
BID,0.020357916
POLR3GL,0.020347027
PIGK,0.020346798
TKT,0.020327818
NDEL1,0.020327777
RPS6KB1,0.020320466
LSS,0.020315858
PRKCD,0.020312501
NR1D1,0.020299908
CCNB1,0.0202943
OAS3,0.020287024
MAN2B1,0.020259727
ATP6AP1,0.02023317
MNAT1,0.020210745
ACOXL,0.020205893
IFI6,0.020180145
TAF2,0.02017929
RASGRP1,0.020161334
ABL1,0.020122262
YWHAB,0.020120446
FBXW11,0.020117624
ABR,0.020103613
TRNT1,0.020087363
CHD3,0.020075804
CASP10,0.020072764
DNM2,0.02005558
FOS,0.020052483
AMDHD2,0.020043645
GUCY1A3,0.020041285
ITGA4,0.020025473
TEAD1,0.020011926
RAB11FIP1,0.020011049
VCAM1,0.019997854
CNOT6,0.019984627
MRPL14,0.019969363
ZNF256,0.019923242
FLCN,0.019918298
ADSL,0.01991813
THY1,0.019900443
ZNF101,0.019890644
ACSM3,0.019884437
GTF2H1,0.019875977
ISYNA1,0.01987379
ZNF354A,0.019868031
RPP14,0.019853668
USP9X,0.019832732
EIF2B2,0.019821763
ZNF692,0.01981286
CHMP4B,0.019800628
EIF2AK2,0.01979804
VPS4B,0.019772107
FGD1,0.019759795
MRPL10,0.019752093
SEPSECS,0.019715166
RPP38,0.01971467
CYP2U1,0.019712698
TFRC,0.019704372
RNF103,0.019699873
ZNF263,0.019695532
ZFP28,0.019694626
MRPL44,0.019675668
FAS,0.019654064
KRIT1,0.019653153
RPN2,0.019651767
ZNF227,0.019640718
ACTN4,0.019571701
HEXB,0.019564653
ZNF12,0.019504538
GLCE,0.01949749
ARF3,0.019419683
ZNF17,0.019414995
CSF1,0.01939405
SEC24C,0.019369017
UPF3B,0.019349892
SCD,0.019340672
TFG,0.019285902
ZNF445,0.019236157
CROT,0.01919517
CAMK2D,0.019191274
ALDH18A1,0.019187741
SEC13,0.019158205
ZNF92,0.019154025
EVC,0.01914589
DPM1,0.019123912
CRYAB,0.019078821
PSMD11,0.019066539
MEF2C,0.019054757
MRPL37,0.018997554
ZNF426,0.018950744
GSTO1,0.01892999
ZNF155,0.018912544
CDC42,0.01882686
GNAI2,0.018818397
GALNT3,0.018817334
NFIB,0.018808095
STAT2,0.018748252
IQGAP2,0.018737132
ITPR2,0.018725216
TRIM32,0.018714927
CXCL10,0.018695958
ESRRA,0.01865271
BCKDHA,0.018648546
ARRB2,0.018634778
PMS2,0.01859581
TEAD4,0.018536467
NSF,0.0184829
FASN,0.018474508
RPS19BP1,0.018413106
PLD6,0.01841084
FGFR1OP,0.018405652
KDR,0.018385202
PLXNA3,0.01837611
TGFA,0.018357197
ELK4,0.018307107
ZNF669,0.018300727
RBM25,0.01829506
PRPF18,0.018262887
MRPL24,0.018261934
RPS15A,0.018199287
FZD5,0.018186197
INPP1,0.018156357
FUT4,0.018145325
ABI1,0.018144276
ZNF585B,0.018127533
ALG1,0.018095084
ZNF616,0.018090932
ANXA2,0.018072901
FADD,0.01805339
TNFRSF1B,0.01803625
RNMT,0.017987909
VTA1,0.017963216
NUP37,0.017958457
IFIT3,0.017920477
CRKL,0.017911822
PI4KB,0.017907944
ADSS,0.017906385
MEIS1,0.017877461
ZNF197,0.017863449
NUDT2,0.017855357
CFLAR,0.017839849
DGKA,0.017806372
TDRD6,0.017750924
AKAP9,0.017726885
ISY1-RAB43,0.017702404
RPA2,0.01769372
MYH10,0.01768848
ERCC8,0.017671939
TAF6L,0.017646678
ARNT,0.017640354
TRMT112,0.017634088
CDK5RAP2,0.017629351
SDHC,0.01758436
TOLLIP,0.017581146
ZNF770,0.017573122
PUF60,0.017554682
PLCG2,0.017554583
RAP1GAP,0.017549645
PRKG1,0.017488778
AACS,0.01746313
SFTPA2,0.01743667
ZNF418,0.017434657
NSMCE1,0.017431522
ZNF124,0.01742729
FGF2,0.017425323
ADAR,0.017410195
MYL6,0.017388454
ZNF600,0.017385412
ZNF287,0.017374428
TRA2A,0.017354036
ZNF205,0.017346146
HAUS3,0.017317949
ZNF264,0.017285923
C1QA,0.017279861
ZNF587,0.017276779
SQSTM1,0.01726315
PLCG1,0.017237723
ATP5J,0.01721321
ZAP70,0.017195718
OCLN,0.017188972
ZNF160,0.01716577
GALNT12,0.01715487
MYC,0.017147372
CYB5R1,0.017118506
MOCS1,0.01710246
MTOR,0.017048176
BGN,0.01700149
STAT5A,0.016994957
CDKN2D,0.016992582
CPT2,0.01695299
COPS2,0.016936867
TAB2,0.0168944
PTBP1,0.016885052
JAK2,0.016812498
RPL3,0.01680827
RCC1,0.016801791
TAX1BP1,0.016797824
SOCS3,0.016795548
ZNF567,0.016777875
CCR4,0.01677284
SLC27A3,0.016721377
ZNF138,0.016708903
ZNF430,0.016705323
ZNF71,0.016675122
POLR3F,0.016670382
DDX5,0.016664403
TICAM1,0.016655728
CDC25B,0.016604403
HLA-B,0.016551841
IL10RA,0.016549647
ASPSCR1,0.0165192
SKP2,0.016496912
GUSB,0.01648692
PJA1,0.016486173
ZNF610,0.016485097
ZNF253,0.01647441
GLS,0.016450489
CDKN2C,0.016426029
FLNA,0.01641996
POLD1,0.01640955
TOMM7,0.016374528
HLA-DQB1,0.016320826
IL10RB,0.016311865
CASP9,0.016268529
GUCY1A2,0.016262975
PPP2CA,0.016255617
CALM3,0.016235849
CPOX,0.01622634
ACAP2,0.016206203
BARD1,0.016190927
ACADVL,0.016181603
FOLR2,0.016177852
BLNK,0.01616198
ARSD,0.016108982
DCK,0.016107598
SDHD,0.016094103
PHC1,0.016061205
SLC16A3,0.015966736
CMAS,0.015962401
BCR,0.01590541
PSMD1,0.015873378
FLT1,0.015851822
YWHAH,0.01583035
CTSE,0.015830277
CCL20,0.015830152
TRA2B,0.015817879
ACE,0.015808102
ACAA1,0.015776534
DHDDS,0.0157179
MOGS,0.015686532
PRKCQ,0.015686218
YWHAG,0.015668666
CDK14,0.01565769
FUT2,0.015600542
PSME3,0.015592397
POLE4,0.015532823
ZNF416,0.015503702
EXTL2,0.015417523
ACYP2,0.0153701445
VEGFB,0.015362437
NMD3,0.015333421
TACO1,0.015329602
DNA2,0.015316565
AQR,0.015312536
OCRL,0.01525012
ERBB3,0.015241408
DGKQ,0.0152242
DUSP7,0.015212709
ELK1,0.015176662
SOX13,0.015165541
POLE3,0.015088777
FCGR2A,0.015002643
NUP88,0.014953525
RXRA,0.014933346
HIST3H2BB,0.014828327
COASY,0.014813269
SENP5,0.0147966575
CDK19,0.014765521
CXCL1,0.014746014
KIAA1033,0.014680862
ITGA6,0.014678331
POLE,0.014662962
FOLR1,0.014586774
PPRC1,0.014514978
ZNF655,0.014511963
TFB2M,0.014455309
ZNF691,0.014419753
HNRNPH1,0.014371903
ABCB6,0.014353076
C1R,0.014236487
ZNF664,0.014227175
PGF,0.014200766
UBTF,0.014186054
ACOT8,0.014166977
FZD3,0.014101101
C3AR1,0.014098979
GATAD2B,0.014083275
MARCO,0.01407915
CD3G,0.014057317
VHL,0.013987956
RCC2,0.013974676
SQLE,0.013941659
EDN1,0.013878621
TUBA1C,0.013841791
SCAI,0.013833491
VPS28,0.013826929
ITGA8,0.013822809
HUS1,0.0137786865
HDAC3,0.013767015
ZNF738,0.013741927
BCL10,0.013706696
CLTC,0.013697262
KDM4A,0.013675127
HNRNPA1,0.013669474
ARID1A,0.013608969
ZNF736,0.013485481
ADAL,0.013483919
RPP25,0.0134692555
RCAN1,0.0134612955
UBE2E3,0.01339139
MMP9,0.0133630615
VWF,0.013332893
NCOR2,0.013303266
RPL30,0.013285664
FLI1,0.013244477
SMAP2,0.013244261
POLR1B,0.013170534
HMG20B,0.013075015
RHOQ,0.012960707
CDC23,0.01296011
GPX7,0.012932418
NPM1,0.012840848
CREB3,0.012840703
CCNT2,0.012820146
SRP9,0.012804442
PFN2,0.01279698
MAD2L2,0.012709323
ABCB8,0.012705726
SPCS1,0.012701366
SLC22A18,0.012666599
CYP2R1,0.012648135
CCL3,0.01262914
CCL21,0.012487804
POLR2I,0.012481274
PEX5,0.0124800345
HNRNPA3,0.012389257
EIF4B,0.012308489
CD74,0.012286506
KDM1A,0.012247304
BBS5,0.012225214
MGST3,0.012221445
JMJD1C,0.012192214
OGG1,0.012154688
BAD,0.012129873
RNF216,0.012114152
ARAP1,0.0121138645
KDM4C,0.012110374
KITLG,0.012106483
XPO1,0.012087443
COPS4,0.01206632
ELOVL5,0.0120506175
MED13L,0.012039664
FOXM1,0.012039124
ZWILCH,0.011979091
TFAP4,0.011940119
BAG4,0.011937328
ABCC1,0.011902687
HIST1H4F,0.01190063
SMC3,0.011837512
MASP2,0.011831215
PTK2,0.011749386
RRM2,0.011735245
SPN,0.011717811
GNPNAT1,0.011712704
ZNF799,0.0115158595
HIST1H4B,0.011503939
PLD2,0.011428702
LAMP2,0.01142618
ERC1,0.011386705
KCNQ3,0.011337682
ZNF585A,0.011328724
ACSL1,0.0112488195
MLST8,0.011222178
OTUD5,0.011208028
UIMC1,0.011186852
TP53RK,0.011186107
STXBP3,0.011150812
HADH,0.0110802185
AGRN,0.011062154
CTBP1,0.010987376
RBPJ,0.010968298
TBL3,0.01093066
SERPINA1,0.010826334
COX6B1,0.0108114
SLC11A1,0.01081098
TRMT11,0.010782221
NT5C,0.0107133845
NFIA,0.010697103
PEX7,0.010642166
NSMAF,0.010560453
ACOT7,0.0105546145
DUSP6,0.010516323
LRP2,0.010515259
HAT1,0.010437528
GORASP2,0.010436885
NIPBL,0.010436364
POLR2A,0.010403721
MTA1,0.010358652
CNOT10,0.010345562
CXCL2,0.010318129
MAGI3,0.010246335
BTG3,0.010228089
STAT1,0.010195205
HIST2H2AC,0.010187701
ST3GAL3,0.010164862
ALAD,0.010159248
COL1A2,0.010156108
ZNF383,0.010112902
ZNF506,0.010103784
DAG1,0.010087555
LILRB4,0.010071868
MRPS7,0.010042441
PTPN1,0.01003282
PEX13,0.009932751
VPS36,0.0099321855
NEIL2,0.009752222
TGS1,0.00973187
FAR2,0.009618323
GTF2F1,0.009606503
ZNF720,0.009585396
UBE2H,0.009584669
KDM5B,0.009534163
CD2,0.009498658
RPL27A,0.009460169
PAK1,0.009450203
TPD52L1,0.009248711
RPL17,0.009233649
TNFSF10,0.009198206
CYB5R4,0.009098332
CEACAM6,0.009089682
METTL14,0.009076233
UCK1,0.00900638
SNAPC4,0.008968824
CEP250,0.008898077
MGLL,0.00865125
COL8A2,0.008611155
PRKCZ,0.00860212
SENP1,0.008551368
VAV1,0.008542823
RPL24,0.008538038
BPGM,0.008498738
REXO1,0.008425866
PIGN,0.008414283
ARNT2,0.008224951
BTG1,0.008152891
COL6A6,0.008037253
ARHGAP12,0.008013342
CFH,0.007978801
UBE2W,0.007963986
IL7R,0.007961207
SUMO2,0.00794358
BIRC2,0.00794121
PDK2,0.00793184
ZNF708,0.007867715
PPP1CB,0.007798895
BLZF1,0.007748667
JMJD6,0.0077004763
ALDH2,0.007479662
TRMT1,0.0074494425
SOD2,0.00740494
PPP1R3C,0.0074039837
GBA,0.007386821
PEX6,0.0073741847
CTNNB1,0.007175801
HAUS5,0.0071397237
MAPKAPK3,0.007018526
TXNRD1,0.0069936505
SMUG1,0.0068490608
XAB2,0.006821472
UBE3C,0.0067458306
ING5,0.0067127277
RPLP1,0.0067005185
RRAGB,0.0066262665
ENO1,0.0065836925
TNKS,0.0065651014
TAF5,0.0064735794
SOX9,0.0063648527
MRPL1,0.0061912606
CEP290,0.006152243
AP2A1,0.006149059
CD86,0.006023786
PDGFB,0.005988511
GNAS,0.005968521
PBX1,0.0059395763
VDAC3,0.005875869
GNAQ,0.0058484776
SLC35A3,0.005769924
PGAP1,0.005741821
POLG2,0.005640089
BTK,0.005495671
SNRPF,0.00533345
CDK8,0.0052563176
SLC27A1,0.005244152
PSMC3,0.005219072
PWP2,0.005174896
COL1A1,0.005074797
FGF14,0.004965085
NR4A1,0.004823636
KDSR,0.0047282726
CD58,0.0046249977
CASP3,0.0044963183
CRAT,0.0043660677
KDM2A,0.004329219
ACTL6A,0.004172144
NUP107,0.0040392145
TRAPPC9,0.0039953706
CTSS,0.0039393613
H2AFX,0.0036648645
FYB,0.0035836431
NDUFA4,0.0035181406
PPP3CB,0.0035054684
DGKE,0.0034595495
ICMT,0.003350115
AP1G1,0.003230594
HIST1H2AM,0.003184188
EFNB2,0.0031733713
PLCB1,0.0031202785
ACACA,0.0030809534
IQGAP1,0.0030741645
MAGED1,0.0030330343
DCTN5,0.002989782
RRP7A,0.0029814453
MRPL19,0.0027820694
CREM,0.0027707533
POLR2H,0.002635876
MRPL17,0.0026353337
ACSL4,0.0026306508
ATP11C,0.002491753
CS,0.0024644444
GNA12,0.002307002
CYB5RL,0.0022505894
BRCA1,0.0021730377
HIST1H3G,0.002153575
CDK6,0.0019968417
GALM,0.0019226517
FBXW5,0.0018618688
ACAA2,0.0018309623
PMVK,0.0017822895
EPHA4,0.0016034245
THOC6,0.0014070983
ATP2C2,0.0012635688
COX7C,0.0012350068
PDK4,0.0010432914
PSMA4,0.001036436
GAPDH,0.0010031458
MAP2K1,0.0008397302
LRP1,0.00083340466
PPP3CA,0.00071780535
POLR3E,0.0004373764
ACVR1B,0.00043214523
PICALM,0.0003646281
CDK2,0.0002967572
SRSF8,0.00029043588
KCNJ2,0.00027413786
HLA-DPB1,0.00025606324
POLM,0.00024157009
HIST1H3J,0.00024086979
COQ7,0.00012716386
HIST1H4H,7.681173e-05
UTP18,7.351422e-05
NUF2,4.1475847e-05
CCT5,3.792512e-05
TRIP12,3.545647e-05
CUTC,2.546987e-05
ALG6,1.3308809e-05
DYNC1H1,9.540863e-06
POLE2,8.555144e-06
CDKN1A,5.0419153e-06
HDAC9,4.1548105e-06
CD8A,3.6194544e-06
PELI3,2.5585518e-06
FHL2,2.2012234e-06
ACP5,7.9780045e-07
PELI1,4.4784704e-07
GORASP1,1.3790738e-07
SYNJ2BP,0.0
SYNE2,0.0
STX12,0.0
STEAP3,0.0
CCNL2,0.0
SYNPO,0.0
CDC123,0.0
STX11,0.0
CDAN1,0.0
CCNL1,0.0
CD79A,0.0
STRAP,0.0
SYNM,0.0
STRN,0.0
STIM1,0.0
STRN3,0.0
STRN4,0.0
CCNK,0.0
STT3A,0.0
CCNJL,0.0
CD81,0.0
CDC6,0.0
STIP1,0.0
STIM2,0.0
STIL,0.0
CD83,0.0
CCNJ,0.0
CDC14A,0.0
SUPT3H,0.0
SYNPO2,0.0
CDC42EP4,0.0
CDC40,0.0
STK38L,0.0
SYTL2,0.0
CDC42SE1,0.0
CDH24,0.0
STK36,0.0
STK17A,0.0
SYTL3,0.0
STK35,0.0
STK40,0.0
STK33,0.0
CDC42BPA,0.0
CCNG2,0.0
CDC42BPG,0.0
STK25,0.0
CDH26,0.0
CCNF,0.0
CCNDBP1,0.0
CDC37L1,0.0
SYTL1,0.0
CDC14B,0.0
SYS1-DBNDD2,0.0
SYNRG,0.0
CCNI,0.0
CDC20,0.0
STON1-GTF2A1L,0.0
CDC5L,0.0
STAP2,0.0
STOML2,0.0
SYS1,0.0
SYT1,0.0
STK11IP,0.0
CDC42SE2,0.0
SYT11,0.0
SYT15,0.0
SYT17,0.0
SYT7,0.0
STOM,0.0
STMN3,0.0
STMN1,0.0
CDH23,0.0
STX19,0.0
STEAP2,0.0
STEAP1,0.0
CD24,0.0
CD274,0.0
SULF1,0.0
STARD9,0.0
CD2AP,0.0
SUV39H2,0.0
CD300A,0.0
CD300LF,0.0
CDCA8,0.0
SUV420H1,0.0
SUGP1,0.0
CD320,0.0
STAT3,0.0
SUV420H2,0.0
CCS,0.0
STAT4,0.0
CD33,0.0
CCRN4L,0.0
SUCNR1,0.0
STARD8,0.0
CCT3,0.0
SUSD4,0.0
SUPV3L1,0.0
SUPT4H1,0.0
SUOX,0.0
SUN2,0.0
SUN1,0.0
CD163,0.0
SUPT5H,0.0
SUPT6H,0.0
CD109,0.0
CD163L1,0.0
CDCA5,0.0
SUMF2,0.0
CCT7,0.0
SUMF1,0.0
SURF2,0.0
CCT6P3,0.0
CCT6P1,0.0
STARD5,0.0
SUSD2,0.0
SUCLG2,0.0
CD34,0.0
CD37,0.0
CD48,0.0
CCPG1,0.0
STX7,0.0
STX6,0.0
CCNYL1,0.0
CD47,0.0
SYNC,0.0
STARD3,0.0
STARD13,0.0
CD53,0.0
STBD1,0.0
STC1,0.0
STARD10,0.0
CD59,0.0
CD151,0.0
